IDX,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_ANNUITY,AMT_CREDIT,DAYS_BIRTH,NAME_EDUCATION_TYPE,OCCUPATION_TYPE,TARGET
25555,M,Y,Y,135000,28300.5,387144,-12140,Secondary / secondary special,Laborers,0
25556,F,Y,Y,112500,29565,668304,-15598,Secondary / secondary special,Sales staff,0
25557,F,N,N,76500,21906,675000,-16364,Incomplete higher,Managers,1
25558,M,Y,Y,204750,27742.5,948816,-15096,Lower secondary,Laborers,0
25559,F,N,N,60750,22252.5,225000,-25018,Higher education,,0
25560,M,N,N,157500,17095.5,312768,-15075,Higher education,Managers,0
25561,F,Y,Y,225000,47443.5,1506816,-22723,Secondary / secondary special,Laborers,0
25562,M,Y,N,540000,57150,1125000,-13176,Higher education,Managers,0
25563,F,N,Y,225000,44176.5,1131790.5,-13698,Secondary / secondary special,,0
25564,F,Y,Y,225000,45333,1546020,-12289,Secondary / secondary special,Medicine staff,0
25565,M,Y,Y,180000,9000,180000,-9088,Secondary / secondary special,Cooking staff,0
25566,F,N,Y,125100,30073.5,450000,-9737,Secondary / secondary special,,0
25567,M,Y,Y,139500,14814,315000,-10240,Higher education,Managers,0
25568,F,Y,Y,270000,40189.5,835380,-17262,Higher education,Laborers,0
25569,F,N,N,180000,14242.5,269550,-10790,Secondary / secondary special,Sales staff,0
25570,F,N,Y,85500,11632.5,225000,-21018,Secondary / secondary special,,0
25571,F,Y,Y,171000,39384,891126,-18492,Higher education,,0
25572,F,N,Y,112500,28417.5,967500,-17588,Secondary / secondary special,Sales staff,0
25573,M,Y,Y,112500,21015,448056,-17507,Secondary / secondary special,Drivers,0
25574,F,N,N,90000,16456.5,284400,-13455,Secondary / secondary special,Sales staff,0
25575,F,Y,Y,360000,53253,2013840,-21950,Secondary / secondary special,,0
25576,F,N,Y,99000,16474.5,339723,-23468,Secondary / secondary special,,0
25577,F,N,N,135000,53248.5,1528200,-15966,Secondary / secondary special,Laborers,0
25578,F,Y,Y,135000,34510.5,970380,-16961,Secondary / secondary special,Sales staff,0
25579,M,N,N,337500,21492,180000,-15659,Secondary / secondary special,Laborers,0
25580,M,N,N,247500,40320,835380,-14482,Secondary / secondary special,Managers,0
25581,F,N,Y,112500,17352,566055,-21615,Higher education,,0
25582,F,N,Y,112500,20151,203760,-14027,Secondary / secondary special,Private service staff,0
25583,M,Y,N,225000,32391,497520,-12868,Higher education,Managers,0
25584,M,N,Y,270000,36459,755190,-13348,Higher education,Laborers,0
25585,F,N,Y,90000,10125,202500,-14340,Secondary / secondary special,,0
25586,F,Y,Y,157500,16011,284400,-14469,Secondary / secondary special,Accountants,0
25587,F,Y,N,90000,34465.5,675000,-21989,Secondary / secondary special,,0
25588,F,N,Y,135000,24412.5,450000,-13157,Secondary / secondary special,Sales staff,0
25589,M,Y,Y,450000,45000,9.00E+05,-18622,Secondary / secondary special,Laborers,0
25590,M,Y,Y,171000,62176.5,522814.5,-20823,Secondary / secondary special,High skill tech staff,0
25591,M,Y,Y,225000,37948.5,1293502.5,-18922,Higher education,Drivers,0
25592,F,N,Y,112500,17167.5,314100,-15610,Secondary / secondary special,,0
25593,F,N,Y,112500,9000,180000,-10935,Secondary / secondary special,Laborers,0
25594,F,N,Y,157500,28701,885762,-10304,Incomplete higher,Laborers,0
25595,F,N,Y,157500,22050,610335,-13012,Secondary / secondary special,Laborers,0
25596,F,Y,Y,225000,34411.5,1172470.5,-10466,Secondary / secondary special,Waiters/barmen staff,0
25597,F,N,Y,67500,10350,188460,-13111,Secondary / secondary special,Medicine staff,0
25598,F,N,Y,157500,15363,156384,-22236,Secondary / secondary special,Managers,0
25599,F,N,Y,90000,14976,305221.5,-8893,Secondary / secondary special,,0
25600,F,N,N,180000,26640,545040,-15378,Secondary / secondary special,Laborers,0
25601,M,Y,Y,225000,20250,254700,-15567,Secondary / secondary special,Laborers,1
25602,F,N,Y,81000,12532.5,127350,-24785,Higher education,Accountants,0
25603,M,N,Y,315000,61884,2341089,-15070,Secondary / secondary special,Laborers,0
25604,M,Y,N,427500,67891.5,679500,-18810,Secondary / secondary special,Drivers,0
25605,F,N,N,90000,15696,566055,-18423,Secondary / secondary special,Security staff,0
25606,F,N,Y,292500,23643,808650,-18915,Secondary / secondary special,,0
25607,M,Y,N,247500,38556,755190,-10370,Incomplete higher,Managers,0
25608,F,N,N,157500,34587,1042560,-12532,Secondary / secondary special,Medicine staff,0
25609,F,N,Y,126000,29074.5,990000,-13408,Secondary / secondary special,Managers,1
25610,F,Y,Y,270000,65358,1876608,-16067,Secondary / secondary special,Laborers,0
25611,M,N,N,450000,51948,1223010,-11819,Higher education,Managers,0
25612,M,Y,Y,270000,45612,1724220,-15281,Secondary / secondary special,Managers,0
25613,F,N,Y,90000,21294,269550,-10624,Secondary / secondary special,Sales staff,0
25614,F,N,Y,427500,39658.5,545040,-15883,Secondary / secondary special,Medicine staff,0
25615,M,N,N,405000,38200.5,1078200,-23469,Secondary / secondary special,Security staff,1
25616,F,N,Y,225000,16681.5,566055,-21452,Secondary / secondary special,,0
25617,F,N,N,135000,38452.5,904500,-15822,Higher education,High skill tech staff,0
25618,M,N,Y,225000,32337,760225.5,-13435,Secondary / secondary special,Security staff,0
25619,M,N,N,225000,28971,814041,-15029,Secondary / secondary special,Laborers,0
25620,M,Y,Y,225000,38551.5,1314117,-14404,Higher education,High skill tech staff,0
25621,M,N,Y,135000,48429,791595,-9487,Incomplete higher,Laborers,0
25622,F,N,N,112500,24376.5,675000,-20244,Secondary / secondary special,Sales staff,0
25623,M,Y,N,283500,39789,545040,-15792,Secondary / secondary special,Laborers,0
25624,F,N,N,360000,56092.5,1096020,-14482,Secondary / secondary special,Sales staff,0
25625,F,N,Y,67500,6817.5,137520,-13261,Secondary / secondary special,,0
25626,F,N,Y,202500,67203,706410,-19573,Secondary / secondary special,Cooking staff,0
25627,F,N,Y,112500,11074.5,104256,-13012,Secondary / secondary special,Laborers,0
25628,F,N,Y,126000,19318.5,450000,-9475,Higher education,Sales staff,1
25629,M,Y,Y,135000,23526,458235,-9408,Secondary / secondary special,Drivers,0
25630,F,N,Y,49500,8275.5,216144,-21169,Lower secondary,,0
25631,F,N,N,90000,14661,454500,-19217,Secondary / secondary special,,0
25632,F,N,Y,70650,10845,100737,-24846,Secondary / secondary special,,0
25633,M,Y,N,225000,35392.5,835380,-18085,Secondary / secondary special,Drivers,0
25634,F,Y,Y,135000,15786,158301,-8390,Secondary / secondary special,Medicine staff,0
25635,F,N,Y,90000,13500,270000,-17095,Secondary / secondary special,Laborers,0
25636,M,N,Y,202500,26136,889515,-10683,Secondary / secondary special,,0
25637,F,Y,Y,225000,23121,640080,-19636,Secondary / secondary special,,0
25638,F,N,Y,180000,37881,891072,-18526,Secondary / secondary special,Laborers,0
25639,F,N,N,90000,8662.5,152820,-24802,Lower secondary,,0
25640,F,Y,Y,270000,47911.5,490495.5,-15902,Secondary / secondary special,Cooking staff,0
25641,M,Y,N,279000,10125,202500,-22822,Secondary / secondary special,,0
25642,M,N,N,225000,21888,450000,-10718,Secondary / secondary special,Drivers,1
25643,F,N,Y,112500,30645,787500,-14886,Secondary / secondary special,Sales staff,1
25644,F,N,N,112500,68580,1284732,-16029,Secondary / secondary special,Sales staff,0
25645,F,N,N,202500,33993,799299,-14890,Secondary / secondary special,,0
25646,M,Y,Y,157500,22018.5,450000,-9016,Secondary / secondary special,Drivers,0
25647,M,Y,Y,9.00E+05,173704.5,1800000,-15365,Secondary / secondary special,Managers,0
25648,F,N,N,157500,42075,1530000,-12843,Lower secondary,Medicine staff,0
25649,F,Y,Y,126000,48802.5,1080000,-12360,Secondary / secondary special,Sales staff,0
25650,F,Y,N,135000,26833.5,270000,-11717,Higher education,,0
25651,F,N,Y,81000,17811,325908,-15595,Secondary / secondary special,Cooking staff,0
25652,F,N,N,135000,19764,364356,-11434,Higher education,,0
25653,M,Y,N,189000,19998,679500,-16024,Higher education,Managers,0
25654,F,N,Y,135000,19125,382500,-13876,Secondary / secondary special,Sales staff,0
25655,F,N,N,67500,13833,284400,-10617,Secondary / secondary special,Sales staff,1
25656,M,Y,Y,450000,47610,850311,-17058,Higher education,High skill tech staff,0
25657,F,N,Y,112500,30528,942300,-19430,Secondary / secondary special,Cleaning staff,0
25658,F,N,Y,112500,26901,338832,-19242,Secondary / secondary special,Laborers,0
25659,F,N,Y,112500,32895,1125000,-14306,Higher education,Core staff,0
25660,M,Y,Y,90000,6750,135000,-9596,Higher education,Laborers,0
25661,M,Y,N,126000,31653,1078200,-19310,Secondary / secondary special,Laborers,0
25662,M,N,Y,81000,29709,808650,-13343,Secondary / secondary special,,0
25663,F,Y,Y,157500,9000,180000,-10292,Higher education,Core staff,0
25664,F,Y,Y,112500,25785,610335,-12499,Secondary / secondary special,Laborers,0
25665,F,N,Y,157500,11277,295668,-18982,Secondary / secondary special,,1
25666,F,N,N,157500,32602.5,675000,-14270,Secondary / secondary special,Sales staff,0
25667,M,N,Y,157500,49927.5,1506816,-19122,Secondary / secondary special,Laborers,0
25668,F,N,Y,166500,10489.5,225000,-9934,Incomplete higher,Core staff,0
25669,F,Y,Y,108000,8388,147888,-21457,Secondary / secondary special,,0
25670,M,N,N,180000,3384,53910,-9583,Incomplete higher,Laborers,0
25671,M,N,Y,112500,19674,360000,-10538,Higher education,Laborers,0
25672,F,N,N,180000,7866,270000,-18665,Higher education,Core staff,0
25673,F,Y,Y,175500,24034.5,260640,-14914,Higher education,Medicine staff,0
25674,M,N,N,157500,13230,132444,-15223,Secondary / secondary special,Security staff,0
25675,F,N,Y,90000,18679.5,634482,-14960,Secondary / secondary special,Laborers,0
25676,M,Y,Y,135000,23035.5,285723,-14927,Secondary / secondary special,Laborers,0
25677,F,N,Y,135000,18139.5,278613,-16578,Secondary / secondary special,Sales staff,0
25678,M,Y,Y,157500,23773.5,808650,-21263,Secondary / secondary special,Drivers,0
25679,F,Y,Y,360000,31653,1078200,-16404,Higher education,Core staff,0
25680,F,N,Y,121500,13446,254700,-23130,Secondary / secondary special,,0
25681,M,N,N,94500,28827,364896,-15298,Secondary / secondary special,Laborers,0
25682,M,Y,Y,216000,13500,270000,-13194,Higher education,High skill tech staff,0
25683,M,Y,Y,171000,32553,765261,-20545,Secondary / secondary special,Drivers,0
25684,F,Y,N,247500,38137.5,1058197.5,-12450,Higher education,Accountants,0
25685,M,Y,Y,135000,26523,734773.5,-21506,Secondary / secondary special,Laborers,0
25686,F,N,N,180000,26316,9.00E+05,-14074,Secondary / secondary special,Core staff,0
25687,F,N,Y,144000,20335.5,691020,-14018,Secondary / secondary special,Sales staff,0
25688,F,N,N,225000,33750,675000,-16744,Higher education,Core staff,0
25689,M,Y,Y,225000,29970,640080,-10274,Secondary / secondary special,Managers,0
25690,F,Y,Y,112500,17694,544491,-15335,Secondary / secondary special,Accountants,0
25691,F,N,Y,270000,17527.5,284400,-24183,Secondary / secondary special,,0
25692,F,N,Y,157500,18256.5,296280,-20802,Secondary / secondary special,,0
25693,F,N,Y,225000,35464.5,997335,-15871,Secondary / secondary special,Sales staff,0
25694,F,N,Y,135000,25960.5,239850,-14329,Secondary / secondary special,Medicine staff,0
25695,M,Y,Y,90000,30136.5,490495.5,-17491,Secondary / secondary special,,0
25696,F,N,Y,117000,13500,270000,-13083,Secondary / secondary special,Laborers,0
25697,F,N,Y,112500,23404.5,348264,-11138,Secondary / secondary special,Accountants,0
25698,F,N,N,135000,13774.5,450000,-11706,Secondary / secondary special,,0
25699,F,N,N,148500,37255.5,1350000,-18199,Secondary / secondary special,Core staff,0
25700,M,Y,N,315000,57676.5,790830,-16813,Secondary / secondary special,Managers,0
25701,F,N,Y,135000,28539,392238,-14658,Secondary / secondary special,Sales staff,0
25702,M,N,N,135000,12150,419436,-18386,Secondary / secondary special,Drivers,0
25703,F,N,Y,90000,10125,202500,-14371,Secondary / secondary special,Sales staff,1
25704,M,N,N,135000,9859.5,91692,-16362,Secondary / secondary special,,0
25705,F,N,Y,207000,62572.5,1574532,-11147,Higher education,Core staff,0
25706,F,N,Y,171000,52168.5,1312110,-21514,Secondary / secondary special,,0
25707,M,Y,N,270000,34578,665325,-13800,Secondary / secondary special,Cooking staff,0
25708,M,Y,Y,450000,49374,1795500,-20610,Secondary / secondary special,Drivers,0
25709,F,N,Y,90000,6084,61128,-13824,Secondary / secondary special,Cleaning staff,0
25710,M,Y,N,292500,21996,454500,-23201,Secondary / secondary special,,0
25711,F,Y,Y,315000,56290.5,1515415.5,-13511,Higher education,Core staff,0
25712,F,N,N,112500,16236,143910,-19293,Secondary / secondary special,,0
25713,F,N,Y,157500,13500,270000,-9914,Incomplete higher,Laborers,0
25714,F,Y,Y,45000,16771.5,441481.5,-18040,Secondary / secondary special,,0
25715,F,Y,Y,180000,40482,1017544.5,-14074,Higher education,Managers,0
25716,F,N,Y,135000,19827,272520,-10440,Secondary / secondary special,Sales staff,0
25717,M,N,N,112500,31131,640080,-9902,Secondary / secondary special,Laborers,1
25718,F,N,Y,135000,29970,640080,-11537,Secondary / secondary special,Drivers,0
25719,F,Y,Y,103500,25317,239850,-11553,Secondary / secondary special,Cleaning staff,0
25720,M,Y,Y,252000,35388,690579,-21812,Secondary / secondary special,Drivers,0
25721,F,N,Y,157500,51552,1350000,-21829,Secondary / secondary special,,0
25722,M,Y,N,225000,19377,225000,-16165,Secondary / secondary special,,1
25723,F,Y,N,810000,62959.5,1542645,-16234,Higher education,Accountants,0
25724,F,N,Y,157500,27499.5,260640,-21029,Secondary / secondary special,,0
25725,F,Y,Y,135000,20250,405000,-15055,Secondary / secondary special,Accountants,1
25726,F,N,Y,180000,29457,573628.5,-13461,Higher education,Core staff,0
25727,F,N,Y,157500,12919.5,265851,-21899,Secondary / secondary special,,0
25728,F,N,Y,135000,11416.5,269550,-17011,Secondary / secondary special,,0
25729,M,Y,Y,292500,44563.5,728460,-11577,Higher education,Laborers,0
25730,M,N,N,225000,35887.5,706500,-10701,Higher education,Laborers,0
25731,M,Y,Y,139500,22018.5,450000,-12738,Secondary / secondary special,Security staff,0
25732,F,N,N,157500,15750,315000,-14397,Secondary / secondary special,,0
25733,M,Y,Y,202500,29376,539100,-8980,Incomplete higher,Managers,0
25734,F,N,N,157500,20790,427500,-9652,Secondary / secondary special,,0
25735,F,Y,Y,202500,10849.5,95940,-16236,Secondary / secondary special,Sales staff,0
25736,F,N,N,337500,44617.5,1125000,-15698,Secondary / secondary special,High skill tech staff,0
25737,F,N,Y,99000,19980,203760,-23480,Secondary / secondary special,Medicine staff,0
25738,M,Y,Y,135000,26928,916470,-14558,Secondary / secondary special,Laborers,0
25739,F,Y,Y,135000,18976.5,360000,-17824,Secondary / secondary special,Laborers,0
25740,F,N,N,90000,23742,9.00E+05,-10743,Higher education,,0
25741,M,N,N,157500,21388.5,573628.5,-11330,Secondary / secondary special,Drivers,0
25742,F,N,Y,144000,14701.5,285453,-21824,Secondary / secondary special,,0
25743,M,N,Y,135000,36459,755190,-19741,Secondary / secondary special,Drivers,0
25744,F,N,Y,202500,21663,599472,-21327,Secondary / secondary special,,0
25745,F,N,Y,78300,24561,835605,-20725,Secondary / secondary special,,0
25746,F,Y,Y,225000,58963.5,746280,-9444,Higher education,Accountants,0
25747,F,N,N,292500,56092.5,1096020,-20507,Secondary / secondary special,Sales staff,0
25748,M,N,N,135000,34596,675000,-22685,Secondary / secondary special,,0
25749,F,N,Y,112500,15165,225000,-19755,Secondary / secondary special,Accountants,0
25750,F,Y,N,202500,14427,167121,-8731,Higher education,Core staff,0
25751,M,N,N,225000,54364.5,971280,-18157,Secondary / secondary special,Managers,0
25752,F,N,Y,135000,31887,9.00E+05,-10522,Higher education,Core staff,0
25753,F,N,N,112500,18909,526491,-10735,Incomplete higher,Core staff,0
25754,F,N,Y,112500,31261.5,640080,-13168,Secondary / secondary special,Sales staff,0
25755,M,N,N,202500,7425,270000,-10647,Secondary / secondary special,,0
25756,F,Y,N,225000,31500,630000,-14780,Higher education,,0
25757,F,N,N,58500,26640,545040,-12732,Secondary / secondary special,Core staff,1
25758,F,N,N,180000,20340,257391,-13714,Higher education,Core staff,0
25759,F,N,Y,157500,15264,142632,-20223,Secondary / secondary special,Laborers,0
25760,M,N,Y,84150,9949.5,152820,-16373,Secondary / secondary special,Laborers,0
25761,F,Y,Y,126000,16375.5,312768,-11951,Higher education,Managers,0
25762,F,N,Y,180000,27000,540000,-20007,Secondary / secondary special,Sales staff,0
25763,F,N,Y,225000,25321.5,254700,-11459,Secondary / secondary special,,0
25764,M,Y,N,135000,38101.5,1298655,-17770,Secondary / secondary special,Drivers,0
25765,F,N,Y,189000,51552,1350000,-21590,Higher education,,0
25766,F,Y,Y,234000,20767.5,225000,-14268,Higher education,Private service staff,0
25767,M,Y,N,391500,22500,450000,-12879,Higher education,IT staff,0
25768,F,N,Y,112500,13500,270000,-10643,Higher education,Accountants,0
25769,F,N,N,112500,24376.5,315000,-9506,Higher education,Waiters/barmen staff,0
25770,F,Y,Y,90000,12307.5,180000,-10667,Higher education,Sales staff,0
25771,F,N,N,270000,23755.5,225000,-12752,Secondary / secondary special,,0
25772,F,Y,Y,252000,32337,526491,-17754,Higher education,Cleaning staff,0
25773,F,N,Y,85500,9000,180000,-14281,Secondary / secondary special,Core staff,0
25774,M,Y,Y,180000,20799,640764,-16038,Secondary / secondary special,,0
25775,M,N,Y,90000,18571.5,164223,-9018,Secondary / secondary special,Laborers,0
25776,F,N,N,144000,29934,901813.5,-13119,Higher education,,0
25777,M,Y,N,90000,13468.5,360000,-15902,Secondary / secondary special,Managers,0
25778,F,N,Y,72000,12375,247500,-12125,Higher education,,0
25779,F,N,Y,112500,20056.5,427500,-18346,Secondary / secondary special,Sales staff,0
25780,M,Y,N,180000,36328.5,755190,-13328,Higher education,Managers,0
25781,F,Y,Y,180000,31261.5,640080,-14510,Higher education,,0
25782,F,N,N,90000,32125.5,755190,-14166,Secondary / secondary special,Core staff,0
25783,M,N,Y,270000,21847.5,576072,-19474,Secondary / secondary special,Laborers,1
25784,F,Y,N,157500,23850,239850,-25117,Secondary / secondary special,,0
25785,F,N,Y,157500,21919.5,225000,-24473,Secondary / secondary special,,0
25786,F,N,N,112500,20020.5,454500,-21886,Secondary / secondary special,,0
25787,F,Y,Y,270000,33750,675000,-17338,Secondary / secondary special,Sales staff,0
25788,F,Y,N,247500,69165,675000,-15094,Higher education,Sales staff,0
